range_counter,time,requester_id,requester_position_x,requester_position_y,requester_position_z,requester_velocity_x,requester_velocity_y,requester_velocity_z,receiver_id,receiver_position_x,receiver_position_y,receiver_position_z,range_measurement,true_range
27,1.606696011999918e9,2,-1.9876149301659726e6,5.469841284913528e6,3.7744963722048434e6,295.6106195273441,4427.787187494588,-6249.920107155741,3,-1.987787512797015e6,5.46965926557824e6,3.7741994419222334e6,388.43631247958024,388.69447601804455
27,1.606696011999918e9,2,-1.9876149301659726e6,5.469841284913528e6,3.7744963722048434e6,295.6106195273441,4427.787187494588,-6249.920107155741,4,-1.9878404487320965e6,5.469755032733106e6,3.7746251589741325e6,270.74999184000797,273.6495829304302
28,1.606696071999918e9,2,-1.96451422063944e6,5.723531046072462e6,3.391641920205557e6,473.5571069052374,4025.2476024854464,-6507.322815285366,1,-1.9645474875100509e6,5.72338224424043e6,3.391724626565876e6,169.95759185526302,173.46184575693553
28,1.606696071999918e9,2,-1.96451422063944e6,5.723531046072462e6,3.391641920205557e6,473.5571069052374,4025.2476024854464,-6507.322815285366,3,-1.9646770020112458e6,5.723336627924001e6,3.3913245485455e6,404.3800942253518,406.22772193098524
28,1.606696071999918e9,2,-1.96451422063944e6,5.723531046072462e6,3.391641920205557e6,473.5571069052374,4025.2476024854464,-6507.322815285366,4,-1.9647395865200683e6,5.7234519988275375e6,3.3917797515912033e6,278.9388705692381,275.7457850098787
29,1.606696131999918e9,2,-1.9309000511577737e6,5.952494043723593e6,2.9941771834483566e6,645.906315951997,3603.8633800348935,-6736.751901962152,1,-1.9309325723175304e6,5.952345026216456e6,2.9942589764692644e6,172.48889090731103,173.07207034761177
29,1.606696131999918e9,2,-1.9309000511577737e6,5.952494043723593e6,2.9941771834483566e6,645.906315951997,3603.8633800348935,-6736.751901962152,3,-1.931051468248234e6,5.9522850959050525e6,2.993839032613221e6,425.24681593253536,425.3613915941324
29,1.606696131999918e9,2,-1.9309000511577737e6,5.952494043723593e6,2.9941771834483566e6,645.906315951997,3603.8633800348935,-6736.751901962152,4,-1.931124474492463e6,5.952423238426402e6,2.99432388434249e6,276.52423129755414,277.30916970578033
30,1.606696191999918e9,2,-1.8871353923484096e6,6.155654797589881e6,2.5838113498645048e6,811.7606201008086,3165.4892249951895,-6937.20208579113,1,-1.8871667332407192e6,6.1555052719571665e6,2.583891412605029e6,172.88763847510265,172.48248835692712
30,1.606696191999918e9,2,-1.8871353923484096e6,6.155654797589881e6,2.5838113498645048e6,811.7606201008086,3165.4892249951895,-6937.20208579113,3,-1.887273917745314e6,6.155428972215951e6,2.5834522942606607e6,442.8713771490522,446.214423511819
30,1.606696191999918e9,2,-1.8871353923484096e6,6.155654797589881e6,2.5838113498645048e6,811.7606201008086,3165.4892249951895,-6937.20208579113,4,-1.887358070856439e6,6.155593247054683e6,2.583966652239976e6,280.40911795471413,278.37567089881355
31,1.606696251999918e9,2,-1.8336357942005664e6,6.3320516839173045e6,2.1623102034083395e6,970.2657965425034,2712.064226062698,-7107.792909144838,1,-1.8336654969851084e6,6.331901199994658e6,2.1623877380877407e6,172.91994180317238,171.86998834711375
31,1.606696251999918e9,2,-1.8336357942005664e6,6.3320516839173045e6,2.1623102034083395e6,970.2657965425034,2712.064226062698,-7107.792909144838,3,-1.8337599530903255e6,6.331806431890898e6,2.1619303599607004e6,473.3743609830643,468.87634945357155
31,1.606696251999918e9,2,-1.8336357942005664e6,6.3320516839173045e6,2.1623102034083395e6,970.2657965425034,2712.064226062698,-7107.792909144838,4,-1.8338559145221787e6,6.332000364598095e6,2.1624737473032735e6,278.8711379257107,278.986082235275
32,1.606696311999918e9,2,-1.7708666215182077e6,6.480841743556413e6,1.731488493099325e6,1120.6156894236678,2245.603098865711,-7247.773384114658,1,-1.7708942117655203e6,6.480689690226414e6,1.731562742254149e6,168.96101917302073,171.44787517637283
32,1.606696311999918e9,2,-1.7708666215182077e6,6.480841743556413e6,1.731488493099325e6,1120.6156894236678,2245.603098865711,-7247.773384114658,3,-1.7709750088684368e6,6.48057433546745e6,1.731088249261614e6,495.80819550211885,493.4065599057711
32,1.606696311999918e9,2,-1.7708666215182077e6,6.480841743556413e6,1.731488493099325e6,1120.6156894236678,2245.603098865711,-7247.773384114658,4,-1.7710833612821489e6,6.480801584585791e6,1.7316598263725208e6,277.3077200251319,279.1844528238927
33,1.606696371999918e9,2,-1.6993401138328519e6,6.601304921676949e6,1.2932020420531756e6,1262.0565641067308,1768.1868775631124,-7356.526000116448,1,-1.6993651074783697e6,6.601150526608081e6,1.2932723103950545e6,174.29675467978174,171.46474703989566
33,1.606696371999918e9,2,-1.6993401138328519e6,6.601304921676949e6,1.2932020420531756e6,1262.0565641067308,1768.1868775631124,-7356.526000116448,3,-1.6994314109357002e6,6.601012473227552e6,1.2927820817935239e6,523.9729753004198,519.8344700283976
33,1.606696371999918e9,2,-1.6993401138328519e6,6.601304921676949e6,1.2932020420531756e6,1262.0565641067308,1768.1868775631124,-7356.526000116448,4,-1.6995526436218014e6,6.601276793759975e6,1.2933806220115628e6,277.61354774019185,279.0177278270974
34,1.606696431999918e9,2,-1.6196120015638184e6,6.692847786267715e6,849339.6330184886,1393.891225638931,1281.9530746604703,-7433.5700938642085,1,-1.619633913048308e6,6.692690118312719e6,849405.3112720667,168.67889502991238,172.20026184068234
34,1.606696431999918e9,2,-1.6196120015638184e6,6.692847786267715e6,849339.6330184886,1393.891225638931,1281.9530746604703,-7433.5700938642085,3,-1.6196849932105385e6,6.6925272875446845e6,848900.9616499052,552.0196306215229,548.1603611806596
34,1.606696431999918e9,2,-1.6196120015638184e6,6.692847786267715e6,849339.6330184886,1393.891225638931,1281.9530746604703,-7433.5700938642085,4,-1.6198194883668795e6,6.692832490101757e6,849524.8316872537,275.4267581374748,278.5377767015409
35,1.606696491999918e9,2,-1.5322780755927942e6,6.755006589575881e6,401814.7141798002,1515.4827362085477,789.0854225723502,-7478.564550573987,1,-1.5322964262708037e6,6.75484456503752e6,401875.30065911077,174.09752241199442,173.95234948084246
35,1.606696491999918e9,2,-1.5322780755927942e6,6.755006589575881e6,401814.7141798002,1515.4827362085477,789.0854225723502,-7478.564550573987,3,-1.532331665967973e6,6.754654939131269e6,401358.6769995151,577.08911172123,578.3596401115144
35,1.606696491999918e9,2,-1.5322780755927942e6,6.755006589575881e6,401814.7141798002,1515.4827362085477,789.0854225723502,-7478.564550573987,4,-1.5324796858351775e6,6.755004845452065e6,402005.82293792797,278.1990152668835,277.79900870034123
36,1.606696551999918e9,2,-1.437970450722609e6,6.7874497293464085e6,-47443.03752484618,1626.2577625099614,291.8032388833642,-7491.309791452167,1,-1.437984777770871e6,6.787282121322418e6,-47387.914538373625,179.70896500709875,177.02050066499282
36,1.606696551999918e9,2,-1.437970450722609e6,6.7874497293464085e6,-47443.03752484618,1626.2577625099614,291.8032388833642,-7491.309791452167,3,-1.4380036788714777e6,6.787063771724993e6,-47914.739958841834,609.1889834206627,610.3856007829048
